generation,index,fitness,individual,state
22,4,0.08327425,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
22,5,0.03503866,"""0.9;0.5127191""","""Rt 0.0000 - Step 23"""
22,6,0.08481164,"""1;0.6127191""","""Rt 0.0000 - Step 21"""
22,7,0.08415439,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
22,8,0.08545169,"""1;0.5127191""","""Rt 0.0000 - Step 29"""
22,9,0.0827103,"""1;0.4127191""","""Rt 0.0000 - Step 29"""
22,10,0.081244275,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
22,11,0.08625618,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
22,12,0.08399264,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
22,13,0.08130951,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
22,14,0.027470525,"""0.9;0.5127191""","""Rt 0.0000 - Step 26"""
22,15,0.0811347,"""1;0.5127191""","""Rt 0.0000 - Step 22"""
22,16,0.07900892,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
22,17,0.083258525,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
22,18,0.07846968,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
22,19,0.085995115,"""1;0.4127191""","""Rt 0.0000 - Step 35"""
22,20,0.08499594,"""1;0.4127191""","""Rt 0.0000 - Step 32"""
22,21,0.049008884,"""0.9;0.3127191""","""Rt 0.0000 - Step 32"""
22,22,0.08464612,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
22,23,0.08301323,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
22,24,0.081535235,"""1;0.3127191""","""Rt 0.0000 - Step 34"""
22,25,0.08281393,"""1;0.5127191""","""Rt 0.0000 - Step 22"""
22,26,0.045694843,"""0.9;0.5127191""","""Rt 0.0000 - Step 23"""
22,27,0.031615585,"""0.9;0.5127191""","""Rt 0.0000 - Step 7"""
22,28,0.08406131,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
22,29,0.08741699,"""1;0.6127191""","""Rt 0.0000 - Step 20"""
22,30,0.08640974,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
22,31,0.07999021,"""1;0.46271908""","""Rt 0.0000 - Step 24"""
22,32,0.075769454,"""1;0.4127191""","""Rt 0.0000 - Step 34"""
22,33,0.08391455,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
22,34,0.08379695,"""1;0.5627191""","""Rt 0.0000 - Step 26"""
22,35,0.08251928,"""1;0.46271908""","""Rt 0.0000 - Step 27"""
22,36,0.083606884,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
22,37,0.0825216,"""1;0.5127191""","""Rt 0.0000 - Step 20"""
22,38,0.08648554,"""1;0.46271908""","""Rt 0.0000 - Step 23"""
22,39,0.084825166,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
22,40,0.04547835,"""0.9;0.5127191""","""Rt 0.0000 - Step 27"""
22,41,0.08277195,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
22,42,0.081630446,"""1;0.46271908""","""Rt 0.0000 - Step 27"""
22,43,0.07942816,"""1;0.4127191""","""Rt 0.0000 - Step 31"""
22,44,0.08221873,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
22,45,0.085935816,"""1;0.6127191""","""Rt 0.0000 - Step 26"""
22,46,0.08316163,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
22,47,0.079960436,"""1;0.46271908""","""Rt 0.0000 - Step 29"""
22,48,0.08192772,"""1;0.66271913""","""Rt 0.0000 - Step 20"""
22,49,0.08098603,"""1;0.5627191""","""Rt 0.0000 - Step 27"""
22,50,0.08547664,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
22,51,0.08543568,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
22,52,0.086469874,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
22,53,0.082183704,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
22,54,0.08422927,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
22,55,0.08388759,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
22,56,0.084742524,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
22,57,0.08263538,"""1;0.66271913""","""Rt 0.0000 - Step 25"""
22,58,0.08361089,"""1;0.5127191""","""Rt 0.0000 - Step 22"""
22,59,0.08136265,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
23,0,0.08350002,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
23,1,0.082940176,"""1;0.6127191""","""Rt 0.0000 - Step 27"""
23,2,0.086506955,"""1;0.5127191""","""Rt 0.0000 - Step 36"""
23,3,0.08551527,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
23,4,0.085552886,"""1;0.4127191""","""Rt 0.0000 - Step 32"""
23,5,0.08674634,"""1;0.6127191""","""Rt 0.0000 - Step 28"""
23,6,0.08577365,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
23,7,0.08640765,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
23,8,0.08194021,"""1;0.5127191""","""Rt 0.0000 - Step 23"""
23,9,0.083371714,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
23,10,0.085016206,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
23,11,0.084611796,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
23,12,0.08229385,"""1;0.4127191""","""Rt 0.0000 - Step 28"""
23,13,0.08465776,"""1;0.6127191""","""Rt 0.0000 - Step 25"""
23,14,0.08961583,"""1;0.81271917""","""Rt 0.0000 - Step 19"""
23,15,0.08490333,"""1;0.4127191""","""Rt 0.0000 - Step 30"""
23,16,0.03135169,"""0.9;0.6127191""","""Rt 0.0000 - Step 23"""
23,17,0.08374754,"""1;0.6127191""","""Rt 0.0000 - Step 26"""
23,18,0.084925406,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
23,19,0.04661543,"""0.9;0.3127191""","""Rt 0.0000 - Step 37"""
23,20,0.081809215,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
23,21,0.07950835,"""1;0.4127191""","""Rt 0.0000 - Step 31"""
23,22,0.08507149,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
23,23,0.082911685,"""1;0.4127191""","""Rt 0.0000 - Step 29"""
23,24,0.08483388,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
23,25,0.08087292,"""1;0.4127191""","""Rt 0.0000 - Step 28"""
23,26,0.08513142,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
23,27,0.08427067,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
23,28,0.083864234,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
23,29,0.0822343,"""1;0.3127191""","""Rt 0.0000 - Step 35"""
23,30,0.08046503,"""1;0.5627191""","""Rt 0.0000 - Step 21"""
23,31,0.08490898,"""1;0.5127191""","""Rt 0.0000 - Step 22"""
23,32,0.0849893,"""1;0.66271913""","""Rt 0.0000 - Step 21"""
23,33,0.084788285,"""1;0.6127191""","""Rt 0.0000 - Step 27"""
23,34,0.085066065,"""1;0.66271913""","""Rt 0.0000 - Step 20"""
23,35,0.08681953,"""1;0.5627191""","""Rt 0.0000 - Step 29"""
23,36,0.08617662,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
23,37,0.080157034,"""1;0.5627191""","""Rt 0.0000 - Step 30"""
23,38,0.0845774,"""1;0.46271908""","""Rt 0.0000 - Step 26"""
23,39,0.04361008,"""0.9;0.5627191""","""Rt 0.0000 - Step 22"""
23,40,0.08385597,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
23,41,0.08205627,"""1;0.46271908""","""Rt 0.0000 - Step 26"""
23,42,0.08451551,"""1;0.5627191""","""Rt 0.0000 - Step 21"""
23,43,0.08686107,"""1;0.66271913""","""Rt 0.0000 - Step 28"""
23,44,0.084083796,"""1;0.5127191""","""Rt 0.0000 - Step 31"""
23,45,0.088175766,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
23,46,0.08495282,"""1;0.5627191""","""Rt 0.0000 - Step 30"""
23,47,0.043653704,"""0.9;0.46271908""","""Rt 0.0000 - Step 25"""
23,48,0.08648047,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
23,49,0.08693809,"""1;0.6127191""","""Rt 0.0000 - Step 21"""
23,50,0.08596186,"""1;0.4127191""","""Rt 0.0000 - Step 29"""
23,51,0.08274633,"""1;0.5127191""","""Rt 0.0000 - Step 29"""
23,52,0.085878834,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
23,53,0.0763558,"""1;0.46271908""","""Rt 0.0000 - Step 32"""
23,54,0.08555543,"""1;0.4127191""","""Rt 0.0000 - Step 31"""
23,55,0.08310205,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
23,56,0.08259304,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
23,57,0.08311193,"""1;0.46271908""","""Rt 0.0000 - Step 29"""
23,58,0.0865261,"""1;0.5627191""","""Rt 0.0000 - Step 27"""
23,59,0.08425462,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
24,0,0.079810634,"""1;0.5127191""","""Rt 0.0000 - Step 30"""
24,1,0.081417575,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
24,2,0.08445104,"""1;0.4127191""","""Rt 0.0000 - Step 33"""
24,3,0.08485346,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
24,4,0.086435884,"""1;0.81271917""","""Rt 0.0000 - Step 20"""
24,5,0.08132468,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
24,6,0.07828461,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
24,7,0.08273325,"""1;0.6127191""","""Rt 0.0000 - Step 19"""
24,8,0.08686042,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
24,9,0.08412672,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
24,10,0.08198717,"""1;0.71271914""","""Rt 0.0000 - Step 22"""
24,11,0.08822155,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
24,12,0.08166243,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
24,13,0.08393161,"""1;0.6127191""","""Rt 0.0000 - Step 20"""
24,14,0.08698831,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
24,15,0.08356078,"""1;0.6127191""","""Rt 0.0000 - Step 26"""
24,16,0.08870492,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
24,17,0.07689275,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
24,18,0.085178226,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
24,19,0.08290878,"""1;0.6127191""","""Rt 0.0000 - Step 27"""
24,20,0.08284592,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
24,21,0.0807718,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
24,22,0.081631914,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
24,23,0.076448716,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
24,24,0.0788031,"""1;0.81271917""","""Rt 0.0000 - Step 21"""
24,25,0.08089728,"""1;0.4127191""","""Rt 0.0000 - Step 27"""
24,26,0.085619554,"""1;0.3127191""","""Rt 0.0000 - Step 36"""
24,27,0.08056228,"""1;0.4127191""","""Rt 0.0000 - Step 28"""
24,28,0.08790358,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
24,29,0.08050951,"""1;0.6127191""","""Rt 0.0000 - Step 29"""
24,30,0.08094098,"""1;0.66271913""","""Rt 0.0000 - Step 19"""
24,31,0.082341075,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
24,32,0.086819604,"""1;0.71271914""","""Rt 0.0000 - Step 22"""
24,33,0.074348055,"""1;0.5627191""","""Rt 0.0000 - Step 26"""
24,34,0.08330101,"""1;0.4127191""","""Rt 0.0000 - Step 31"""
24,35,0.0778289,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
24,36,0.084570155,"""1;0.5627191""","""Rt 0.0000 - Step 22"""
24,37,0.08666747,"""1;0.5127191""","""Rt 0.0000 - Step 29"""
24,38,0.08646731,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
24,39,0.081240214,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
24,40,0.084179714,"""1;0.46271908""","""Rt 0.0000 - Step 32"""
24,41,0.079061545,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
24,42,0.083208166,"""1;0.6127191""","""Rt 0.0000 - Step 26"""
24,43,0.08548097,"""1;0.71271914""","""Rt 0.0000 - Step 20"""
24,44,0.08665897,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
24,45,0.083965555,"""1;0.66271913""","""Rt 0.0000 - Step 21"""
24,46,0.08578858,"""1;0.71271914""","""Rt 0.0000 - Step 18"""
24,47,0.08125634,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
24,48,0.08333896,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
24,49,0.07897782,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
24,50,0.08377498,"""1;0.4627191""","""Rt 0.0000 - Step 23"""
24,51,0.084112,"""1;0.6127191""","""Rt 0.0000 - Step 26"""
24,52,0.08278975,"""1;0.5627191""","""Rt 0.0000 - Step 32"""
24,53,0.082177706,"""1;0.5627191""","""Rt 0.0000 - Step 22"""
24,54,0.0770285,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
24,55,0.08510717,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
24,56,0.08535625,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
24,57,0.08708488,"""1;0.46271908""","""Rt 0.0000 - Step 30"""
24,58,0.042818338,"""0.9;0.46271908""","""Rt 0.0000 - Step 4"""
24,59,0.087546885,"""1;0.5627191""","""Rt 0.0000 - Step 22"""
25,0,0.02756308,"""0.9;0.6127191""","""Rt 0.0000 - Step 20"""
25,1,0.082629144,"""1;0.5127191""","""Rt 0.0000 - Step 29"""
25,2,0.08244485,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
25,3,0.086668566,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
25,4,0.08299165,"""1;0.4127191""","""Rt 0.0000 - Step 30"""
25,5,0.082865074,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
25,6,0.07963677,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
25,7,0.085839234,"""1;0.3127191""","""Rt 0.0000 - Step 32"""
25,8,0.079737455,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
25,9,0.083611704,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
25,10,0.08520756,"""1;0.71271914""","""Rt 0.0000 - Step 21"""
25,11,0.081820846,"""1;0.5127191""","""Rt 0.0000 - Step 32"""
25,12,0.07886399,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
25,13,0.08392775,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
25,14,0.07934494,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
25,15,0.07896301,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
25,16,0.034644313,"""0.9;0.6127191""","""Rt 0.0000 - Step 18"""
25,17,0.08428423,"""1;0.4127191""","""Rt 0.0000 - Step 29"""
25,18,0.083320476,"""1;0.6127191""","""Rt 0.0000 - Step 26"""
25,19,0.08219782,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
25,20,0.082872465,"""1;0.3127191""","""Rt 0.0000 - Step 42"""
25,21,0.08328137,"""1;0.6127191""","""Rt 0.0000 - Step 25"""
25,22,0.08145492,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
25,23,0.04000082,"""0.9;0.4127191""","""Rt 0.0000 - Step 41"""
25,24,0.084339134,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
25,25,0.08164985,"""1;0.4127191""","""Rt 0.0000 - Step 32"""
25,26,0.081008546,"""1;0.71271914""","""Rt 0.0000 - Step 22"""
25,27,0.08415295,"""1;0.5127191""","""Rt 0.0000 - Step 22"""
25,28,0.085201524,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
25,29,0.0834825,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
25,30,0.08590363,"""1;0.4627191""","""Rt 0.0000 - Step 29"""
25,31,0.08576653,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
25,32,0.07341124,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
25,33,0.08254768,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
25,34,0.08653893,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
25,35,0.08335354,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
25,36,0.08259954,"""1;0.4627191""","""Rt 0.0000 - Step 26"""
25,37,0.084538974,"""1;0.46271908""","""Rt 0.0000 - Step 25"""
25,38,0.08306451,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
25,39,0.08503629,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
25,40,0.08098781,"""1;0.6127191""","""Rt 0.0000 - Step 25"""
25,41,0.081367664,"""1;0.5627191""","""Rt 0.0000 - Step 31"""
25,42,0.08401375,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
25,43,0.07689264,"""1;0.5627191""","""Rt 0.0000 - Step 19"""
25,44,0.08219239,"""1;0.46271908""","""Rt 0.0000 - Step 26"""
25,45,0.08412894,"""1;0.46271908""","""Rt 0.0000 - Step 27"""
25,46,0.08070104,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
25,47,0.08120444,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
25,48,0.08393952,"""1;0.4627191""","""Rt 0.0000 - Step 28"""
25,49,0.083199166,"""1;0.5627191""","""Rt 0.0000 - Step 28"""
25,50,0.07859118,"""1;0.5627191""","""Rt 0.0000 - Step 26"""
25,51,0.08449874,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
25,52,0.08530973,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
25,53,0.086902365,"""1;0.6127191""","""Rt 0.0000 - Step 20"""
25,54,0.08047301,"""1;0.5127191""","""Rt 0.0000 - Step 23"""
25,55,0.083787166,"""1;0.46271908""","""Rt 0.0000 - Step 31"""
25,56,0.08087671,"""1;0.5627191""","""Rt 0.0000 - Step 28"""
25,57,0.08616491,"""1;0.3627191""","""Rt 0.0000 - Step 31"""
25,58,0.081195265,"""1;0.4627191""","""Rt 0.0000 - Step 27"""
25,59,0.083746895,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
26,0,0.08561108,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
26,1,0.083100095,"""1;0.4127191""","""Rt 0.0000 - Step 36"""
26,2,0.08217647,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
26,3,0.08379078,"""1;0.3127191""","""Rt 0.0000 - Step 32"""
26,4,0.08783645,"""1;0.6127191""","""Rt 0.0000 - Step 26"""
26,5,0.050022192,"""0.9;0.3127191""","""Rt 0.0000 - Step 48"""
26,6,0.08114962,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
26,7,0.0802754,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
26,8,0.08621298,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
26,9,0.084448434,"""1;0.3127191""","""Rt 0.0000 - Step 40"""
26,10,0.08616319,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
26,11,0.08520759,"""1;0.3127191""","""Rt 0.0000 - Step 35"""
26,12,0.08002555,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
26,13,0.084540874,"""1;0.3127191""","""Rt 0.0000 - Step 34"""
26,14,0.08484769,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
26,15,0.08608396,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
26,16,0.08552831,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
26,17,0.022288438,"""0.9;0.5127191""","""Rt 0.0000 - Step 22"""
26,18,0.079769276,"""1;0.4127191""","""Rt 0.0000 - Step 30"""
26,19,0.083869234,"""1;0.4127191""","""Rt 0.0000 - Step 31"""
26,20,0.0849546,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
26,21,0.08722849,"""1;0.5127191""","""Rt 0.0000 - Step 28"""
26,22,0.081668004,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
26,23,0.0887147,"""1;0.71271914""","""Rt 0.0000 - Step 22"""
26,24,0.08485113,"""1;0.3127191""","""Rt 0.0000 - Step 31"""
26,25,0.08325334,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
26,26,0.08772789,"""1;0.71271914""","""Rt 0.0000 - Step 23"""
26,27,0.08475875,"""1;0.4127191""","""Rt 0.0000 - Step 27"""
26,28,0.0836127,"""1;0.5127191""","""Rt 0.0000 - Step 25"""
26,29,0.085444584,"""1;0.71271914""","""Rt 0.0000 - Step 23"""
26,30,0.086810805,"""1;0.4627191""","""Rt 0.0000 - Step 26"""
26,31,0.0855361,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
26,32,0.081678346,"""1;0.4127191""","""Rt 0.0000 - Step 28"""
26,33,0.08452413,"""1;0.4127191""","""Rt 0.0000 - Step 26"""
26,34,0.08530016,"""1;0.6127191""","""Rt 0.0000 - Step 21"""
26,35,0.03820049,"""0.9;0.46271908""","""Rt 0.0000 - Step 25"""
26,36,0.08646138,"""1;0.36271912""","""Rt 0.0000 - Step 31"""
26,37,0.085597396,"""1;0.51271915""","""Rt 0.0000 - Step 24"""
26,38,0.08733101,"""1;0.66271913""","""Rt 0.0000 - Step 19"""
26,39,0.08270865,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
26,40,0.083691865,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
26,41,0.0859365,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
26,42,0.08351413,"""1;0.26271912""","""Rt 0.0000 - Step 38"""
26,43,0.07989983,"""1;0.5127191""","""Rt 0.0000 - Step 21"""
26,44,0.08014818,"""1;0.4627191""","""Rt 0.0000 - Step 35"""
26,45,0.08365838,"""1;0.5127191""","""Rt 0.0000 - Step 24"""
26,46,0.08545919,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
26,47,0.08665397,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
26,48,0.08854311,"""1;0.36271912""","""Rt 0.0000 - Step 33"""
26,49,0.08620202,"""1;0.3127191""","""Rt 0.0000 - Step 35"""
26,50,0.08059414,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
26,51,0.04045756,"""0.9;0.46271908""","""Rt 0.0000 - Step 18"""
26,52,0.083110884,"""1;0.5627191""","""Rt 0.0000 - Step 26"""
26,53,0.08605986,"""1;0.51271915""","""Rt 0.0000 - Step 33"""
26,54,0.08345851,"""1;0.46271908""","""Rt 0.0000 - Step 28"""
26,55,0.08204103,"""1;0.4627191""","""Rt 0.0000 - Step 29"""
26,56,0.086149395,"""1;0.4127191""","""Rt 0.0000 - Step 27"""
26,57,0.03001463,"""0.9;0.5627191""","""Rt 0.0000 - Step 24"""
26,58,0.08535024,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
26,59,0.08743532,"""1;0.46271908""","""Rt 0.0000 - Step 25"""
27,0,0.03180413,"""0.9;0.5127191""","""Rt 0.0000 - Step 28"""
27,1,0.08113666,"""1;0.71271914""","""Rt 0.0000 - Step 20"""
27,2,0.08406274,"""1;0.3127191""","""Rt 0.0000 - Step 39"""
27,3,0.08644724,"""1;0.3127191""","""Rt 0.0000 - Step 31"""
27,4,0.08314164,"""1;0.4127191""","""Rt 0.0000 - Step 30"""
27,5,0.08107074,"""1;0.6127191""","""Rt 0.0000 - Step 21"""
27,6,0.082492344,"""1;0.71271914""","""Rt 0.0000 - Step 23"""
27,7,0.086087584,"""1;0.3127191""","""Rt 0.0000 - Step 49"""
27,8,0.08330937,"""1;0.4127191""","""Rt 0.0000 - Step 28"""
27,9,0.076216444,"""1;0.6127191""","""Rt 0.0000 - Step 28"""
27,10,0.080701694,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
27,11,0.07759053,"""1;0.5127191""","""Rt 0.0000 - Step 23"""
27,12,0.0789506,"""1;0.71271914""","""Rt 0.0000 - Step 21"""
27,13,0.087175675,"""1;0.3127191""","""Rt 0.0000 - Step 34"""
27,14,0.078463696,"""1;0.71271914""","""Rt 0.0000 - Step 24"""
27,15,0.07686541,"""1;0.71271914""","""Rt 0.0000 - Step 24"""
27,16,0.07973407,"""1;0.4127191""","""Rt 0.0000 - Step 33"""
27,17,0.08471129,"""1;0.6127191""","""Rt 0.0000 - Step 22"""
27,18,0.08350291,"""1;0.6127191""","""Rt 0.0000 - Step 20"""
27,19,0.081956804,"""1;0.71271914""","""Rt 0.0000 - Step 23"""
27,20,0.0795347,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
27,21,0.08354798,"""1;0.3127191""","""Rt 0.0000 - Step 44"""
27,22,0.085797966,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
27,23,0.083948545,"""1;0.5127191""","""Rt 0.0000 - Step 22"""
27,24,0.08470734,"""1;0.5127191""","""Rt 0.0000 - Step 26"""
27,25,0.083555415,"""1;0.4127191""","""Rt 0.0000 - Step 25"""
27,26,0.08541678,"""1;0.6127191""","""Rt 0.0000 - Step 20"""
27,27,0.0850212,"""1;0.5127191""","""Rt 0.0000 - Step 27"""
27,28,0.08263121,"""1;0.5127191""","""Rt 0.0000 - Step 31"""
27,29,0.08158682,"""1;0.3127191""","""Rt 0.0000 - Step 42"""
27,30,0.08440977,"""1;0.51271915""","""Rt 0.0000 - Step 23"""
27,31,0.049314145,"""0.9;0.36271912""","""Rt 0.0000 - Step 30"""
27,32,0.08752661,"""1;0.76271915""","""Rt 0.0000 - Step 22"""
27,33,0.080538586,"""1;0.3127191""","""Rt 0.0000 - Step 38"""
27,34,0.07869778,"""1;0.5627191""","""Rt 0.0000 - Step 25"""
27,35,0.07575989,"""1;0.4127191""","""Rt 0.0000 - Step 30"""
27,36,0.08038948,"""1;0.4627191""","""Rt 0.0000 - Step 25"""
27,37,0.084457025,"""1;0.6127191""","""Rt 0.0000 - Step 27"""
27,38,0.08517073,"""1;0.26271912""","""Rt 0.0000 - Step 42"""
27,39,0.081769615,"""1;0.51271915""","""Rt 0.0000 - Step 28"""
27,40,0.08331232,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
27,41,0.083692834,"""1;0.3127191""","""Rt 0.0000 - Step 34"""
27,42,0.084838465,"""1;0.66271913""","""Rt 0.0000 - Step 22"""
27,43,0.08338994,"""1;0.5627191""","""Rt 0.0000 - Step 27"""
27,44,0.08342909,"""1;0.66271913""","""Rt 0.0000 - Step 22"""
27,45,0.040334787,"""0.9;0.4127191""","""Rt 0.0000 - Step 26"""
27,46,0.084133916,"""1;0.4627191""","""Rt 0.0000 - Step 27"""
27,47,0.08225979,"""1;0.5627191""","""Rt 0.0000 - Step 23"""
27,48,0.08393628,"""1;0.66271913""","""Rt 0.0000 - Step 23"""
27,49,0.08122595,"""1;0.4627191""","""Rt 0.0000 - Step 32"""
27,50,0.080796644,"""1;0.5627191""","""Rt 0.0000 - Step 24"""
27,51,0.0881425,"""1;0.71271914""","""Rt 0.0000 - Step 18"""
27,52,0.08292939,"""1;0.4627191""","""Rt 0.0000 - Step 25"""
27,53,0.08287794,"""1;0.4627191""","""Rt 0.0000 - Step 27"""
27,54,0.082982354,"""1;0.4627191""","""Rt 0.0000 - Step 26"""
27,55,0.081580326,"""1;0.6127191""","""Rt 0.0000 - Step 23"""
27,56,0.080884375,"""1;0.3127191""","""Rt 0.0000 - Step 40"""
27,57,0.08362838,"""1;0.6127191""","""Rt 0.0000 - Step 24"""
27,58,0.08431862,"""1;0.21271911""","""Rt 0.0000 - Step 50"""
27,59,0.032438256,"""0.9;0.51271915""","""Rt 0.0000 - Step 27"""
28,0,0.08509472,"""1;0.71271914""","""Rt 0.0000 - Step 20"""
