generation,index,fitness,individual,state
2,47,0.010113058,"""0.60815185;0.23798016""","""Rt 3.0468"""
2,48,0.00026050644,"""0.56752545;0.5663057""","""Rt 0.0000"""
2,49,2.3020513e-5,"""0.009964467;0.45007807""","""Rt 0.0000"""
2,50,0.0011804984,"""0.8028759;0.8354926""","""Rt 0.0000"""
2,51,0.007817004,"""0.58003396;0.18663754""","""Rt 3.0009"""
2,52,2.3017914e-5,"""0.07908524;0.24028876""","""Rt 0.0000"""
2,53,0.030684173,"""0.9333495;0.64635307""","""Rt 0.0000"""
2,54,2.2979362e-5,"""0.25599805;0.55966944""","""Rt 0.0000"""
2,55,0.015994376,"""0.45033008;0.033098463""","""Rt 3.2045"""
2,56,3.429533e-5,"""0.37092832;0.54083484""","""Rt 0.0000"""
2,57,0.0023835688,"""0.62950176;0.5145077""","""Rt 0.0000"""
2,58,2.2952865e-5,"""0.36882165;0.57368654""","""Rt 0.0000"""
2,59,2.300642e-5,"""0.41023988;0.7593956""","""Rt 0.0000"""
3,0,9.009299e-5,"""0.58003396;0.8354926""","""Rt 0.0000"""
3,1,2.272153e-5,"""0.36147144;0.35603896""","""Rt 0.0000"""
3,2,2.297774e-5,"""0.31596985;0.7070102""","""Rt 0.0000"""
3,3,2.3020088e-5,"""0.11560871;0.7805314""","""Rt 0.0000"""
3,4,0.037622705,"""0.59560627;0.043896083""","""Rt 3.0138"""
3,5,2.2937767e-5,"""0.37862104;0.6283466""","""Rt 0.0000"""
3,6,2.2995635e-5,"""0.36147144;0.84698653""","""Rt 0.0000"""
3,7,0.0016708395,"""0.62950176;0.54083484""","""Rt 0.0000"""
3,8,2.3588806e-5,"""0.36882165;0.7593956""","""Rt 0.0000"""
3,9,2.3018112e-5,"""0.43075913;0.6436483""","""Rt 0.0000"""
3,10,2.2975562e-5,"""0.25599805;0.55966944""","""Rt 0.0000"""
3,11,2.3020088e-5,"""0.009964467;0.45007807""","""Rt 0.0000"""
3,12,2.0169555e-5,"""0.15498556;0.06205166""","""Rt 1.0000"""
3,13,2.3016722e-5,"""0.15498556;0.7049245""","""Rt 0.0000"""
3,14,2.3020513e-5,"""0.009964467;0.5663057""","""Rt 0.0000"""
3,15,2.3089864e-5,"""0.41023988;0.57368654""","""Rt 0.0000"""
3,16,0.00031786112,"""0.56752545;0.5663057""","""Rt 0.0000"""
3,17,0.00017582237,"""0.43075913;0.36808792""","""Rt 0.0000"""
3,18,0.0013289565,"""0.4834699;0.36808792""","""Rt 0.0000"""
3,19,0.0067948895,"""0.8028759;0.8354926""","""Rt 0.0000"""
3,20,4.5386e-5,"""0.71885294;0.5318964""","""Rt 0.0000"""
3,21,0.002739303,"""0.3663856;0.06205166""","""Rt 3.0452"""
3,22,0.0034079787,"""0.7123221;0.5145077""","""Rt 0.0000"""
3,23,0.05268352,"""0.9333495;0.24028876""","""Rt 2.9794"""
3,24,0.006994729,"""0.60815185;0.23798016""","""Rt 3.0027"""
3,25,0.033900023,"""0.9333495;0.64635307""","""Rt 0.0000"""
3,26,0.046005033,"""0.95258427;0.84698653""","""Rt 0.0000"""
3,27,0.05448579,"""0.958928;0.08706618""","""Rt 2.9767"""
3,28,0.042861544,"""0.7245696;0.043896083""","""Rt 2.9696"""
3,29,0.05126108,"""0.958928;0.837083""","""Rt 0.0000"""
3,30,2.3020373e-5,"""0.11560871;0.55966944""","""Rt 0.0000"""
3,31,2.3020513e-5,"""0.25599805;0.7805314""","""Rt 0.0000"""
3,32,0.0013895485,"""0.62950176;0.35603896""","""Rt 3.0398"""
3,33,0.00010310975,"""0.36147144;0.54083484""","""Rt 0.0000"""
3,34,2.2878881e-5,"""0.36882165;0.5663057""","""Rt 0.0000"""
3,35,2.3020513e-5,"""0.009964467;0.7593956""","""Rt 0.0000"""
3,36,3.8055914e-5,"""0.60815185;0.6283466""","""Rt 0.0000"""
3,37,2.301965e-5,"""0.37862104;0.23798016""","""Rt 0.0000"""
3,38,2.3018943e-5,"""0.31596985;0.8354926""","""Rt 0.0000"""
3,39,0.00027254582,"""0.58003396;0.7070102""","""Rt 0.0000"""
3,40,2.2813061e-5,"""0.15498556;0.043896083""","""Rt 3.2632"""
3,41,0.040210348,"""0.7245696;0.06205166""","""Rt 3.1290"""
3,42,0.0522013,"""0.958928;0.57368654""","""Rt 0.0000"""
3,43,2.3019535e-5,"""0.41023988;0.837083""","""Rt 0.0000"""
3,44,2.3020513e-5,"""0.009964467;0.7049245""","""Rt 0.0000"""
3,45,2.3020513e-5,"""0.15498556;0.45007807""","""Rt 0.0000"""
3,46,0.007658243,"""0.3663856;0.043896083""","""Rt 3.5440"""
3,47,0.029418215,"""0.59560627;0.06205166""","""Rt 3.0876"""
3,48,2.3713832e-5,"""0.43075913;0.84698653""","""Rt 0.0000"""
3,49,0.020027086,"""0.95258427;0.6436483""","""Rt 0.0000"""
3,50,0.01182297,"""0.56752545;0.08706618""","""Rt 3.0293"""
3,51,0.054015595,"""0.958928;0.5663057""","""Rt 0.0000"""
3,52,3.765872e-5,"""0.71885294;0.8354926""","""Rt 0.0000"""
3,53,0.011431493,"""0.8028759;0.5318964""","""Rt 0.0000"""
3,54,7.099712e-5,"""0.4834699;0.36808792""","""Rt 0.0000"""
3,55,0.0003020863,"""0.43075913;0.36808792""","""Rt 0.0000"""
3,56,0.05015837,"""0.9333495;0.24028876""","""Rt 2.9735"""
3,57,0.042530537,"""0.9333495;0.64635307""","""Rt 0.0000"""
3,58,2.3010807e-5,"""0.36147144;0.5145077""","""Rt 0.0000"""
3,59,2.3169265e-5,"""0.7123221;0.84698653""","""Rt 0.0000"""
4,0,2.3019942e-5,"""0.15498556;0.45007807""","""Rt 0.0000"""
4,1,0.0010129937,"""0.60815185;0.6283466""","""Rt 0.0000"""
4,2,2.3006174e-5,"""0.25599805;0.7805314""","""Rt 0.0000"""
4,3,2.2966537e-5,"""0.34677318;0.57368654""","""Rt 0.0000"""
4,4,2.2939657e-5,"""0.41023988;0.837083""","""Rt 0.0000"""
4,5,2.3020513e-5,"""0.11560871;0.7805314""","""Rt 0.0000"""
4,6,0.0023635393,"""0.62950176;0.35603896""","""Rt 0.0000"""
4,7,2.5654459e-5,"""0.58003396;0.7070102""","""Rt 0.0000"""
4,8,2.3086855e-5,"""0.56752545;0.5663057""","""Rt 0.0000"""
4,9,2.3252358e-5,"""0.7123221;0.84698653""","""Rt 0.0000"""
4,10,2.3020371e-5,"""0.11560871;0.55966944""","""Rt 0.0000"""
4,11,2.3474848e-5,"""0.25599805;0.55966944""","""Rt 0.0000"""
4,12,0.0001847799,"""0.58003396;0.8354926""","""Rt 0.0000"""
4,13,2.391799e-5,"""0.36147144;0.5145077""","""Rt 0.0000"""
4,14,5.128256e-5,"""0.36147144;0.54083484""","""Rt 0.0000"""
4,15,2.8365574e-5,"""0.43075913;0.36808792""","""Rt 0.0000"""
4,16,0.003641747,"""0.71885294;0.5318964""","""Rt 0.0000"""
4,17,0.001541567,"""0.71885294;0.8354926""","""Rt 0.0000"""
4,18,0.00088411814,"""0.62950176;0.54083484""","""Rt 0.0000"""
4,19,0.0045700977,"""0.7123221;0.5145077""","""Rt 0.0000"""
4,20,0.012024301,"""0.56752545;0.08706618""","""Rt 3.0047"""
4,21,0.041326575,"""0.958928;0.57368654""","""Rt 0.0000"""
4,22,0.038506664,"""0.9333495;0.64635307""","""Rt 0.0000"""
4,23,0.004660003,"""0.60815185;0.23798016""","""Rt 3.0679"""
4,24,0.03954891,"""0.958928;0.837083""","""Rt 0.0000"""
4,25,0.036817715,"""0.7245696;0.06205166""","""Rt 2.9882"""
4,26,0.006555705,"""0.8028759;0.5318964""","""Rt 0.0000"""
4,27,0.06181997,"""0.958928;0.5663057""","""Rt 0.0000"""
4,28,0.03640297,"""0.9333495;0.24028876""","""Rt 2.9767"""
4,29,0.064031385,"""0.958928;0.08706618""","""Rt 2.9748"""
4,30,0.03443684,"""0.958928;0.54083484""","""Rt 0.0000"""
4,31,2.6953077e-5,"""0.36147144;0.5663057""","""Rt 0.0000"""
4,32,2.3003266e-5,"""0.56752545;0.5318964""","""Rt 0.0000"""
4,33,2.2988945e-5,"""0.71885294;0.5663057""","""Rt 0.0000"""
4,34,0.001381607,"""0.8028759;0.837083""","""Rt 0.0000"""
4,35,2.3020373e-5,"""0.41023988;0.5318964""","""Rt 0.0000"""
4,36,0.00072117225,"""0.62950176;0.8354926""","""Rt 0.0000"""
4,37,0.0010041727,"""0.58003396;0.54083484""","""Rt 0.0000"""
4,38,2.3019793e-5,"""0.11560871;0.7805314""","""Rt 0.0000"""
4,39,2.3019082e-5,"""0.25599805;0.7805314""","""Rt 0.0000"""
4,40,2.2996881e-5,"""0.43075913;0.57368654""","""Rt 0.0000"""
4,41,0.05713153,"""0.958928;0.36808792""","""Rt 2.9821"""
4,42,0.0061331983,"""0.71885294;0.23798016""","""Rt 3.0135"""
4,43,0.00016331175,"""0.60815185;0.8354926""","""Rt 0.0000"""
4,44,2.2897417e-5,"""0.34677318;0.5145077""","""Rt 0.0000"""
4,45,2.2950097e-5,"""0.36147144;0.57368654""","""Rt 0.0000"""
4,46,0.06866866,"""0.9333495;0.08706618""","""Rt 2.9783"""
4,47,0.05761227,"""0.958928;0.64635307""","""Rt 0.0000"""
4,48,2.290918e-5,"""0.7245696;0.45007807""","""Rt 0.0000"""
4,49,3.8762828e-5,"""0.15498556;0.06205166""","""Rt 3.6806"""
4,50,0.018795848,"""0.62950176;0.08706618""","""Rt 3.0421"""
4,51,2.2973463e-5,"""0.56752545;0.35603896""","""Rt 0.0000"""
4,52,0.00014242282,"""0.58003396;0.837083""","""Rt 0.0000"""
4,53,0.046394046,"""0.958928;0.7070102""","""Rt 0.0000"""
4,54,0.013838945,"""0.7123221;0.24028876""","""Rt 0.0000"""
4,55,0.038850076,"""0.9333495;0.5145077""","""Rt 0.0000"""
4,56,2.3019082e-5,"""0.11560871;0.6283466""","""Rt 0.0000"""
4,57,2.294008e-5,"""0.60815185;0.55966944""","""Rt 0.0000"""
4,58,0.00074914715,"""0.7123221;0.55966944""","""Rt 0.0000"""
4,59,2.3019948e-5,"""0.25599805;0.84698653""","""Rt 0.0000"""
5,0,5.1550276e-5,"""0.56752545;0.5318964""","""Rt 0.0000"""
5,1,2.6071828e-5,"""0.36147144;0.5145077""","""Rt 0.0000"""
5,2,2.2958187e-5,"""0.41023988;0.5318964""","""Rt 0.0000"""
5,3,2.2916329e-5,"""0.39514592;0.5663057""","""Rt 0.0000"""
5,4,2.3020371e-5,"""0.11560871;0.7805314""","""Rt 0.0000"""
5,5,2.301853e-5,"""0.25599805;0.7805314""","""Rt 0.0000"""
5,6,2.3014265e-5,"""0.25599805;0.55966944""","""Rt 0.0000"""
5,7,2.3019657e-5,"""0.25599805;0.7805314""","""Rt 0.0000"""
5,8,0.000108920525,"""0.43075913;0.36808792""","""Rt 0.0000"""
5,9,6.9124166e-5,"""0.58003396;0.7070102""","""Rt 0.0000"""
5,10,7.10327e-5,"""0.15498556;0.06205166""","""Rt 0.0000"""
5,11,2.301937e-5,"""0.11560871;0.55966944""","""Rt 0.0000"""
5,12,2.301619e-5,"""0.15498556;0.45007807""","""Rt 0.0000"""
5,13,0.00035801803,"""0.60815185;0.8354926""","""Rt 0.0000"""
5,14,2.3008071e-5,"""0.58003396;0.8354926""","""Rt 0.0000"""
5,15,0.000230477,"""0.62950176;0.54083484""","""Rt 0.0000"""
5,16,0.015088273,"""0.8028759;0.5318964""","""Rt 0.0000"""
5,17,0.0007818866,"""0.60815185;0.6283466""","""Rt 0.0000"""
5,18,0.006720078,"""0.7123221;0.55966944""","""Rt 0.0000"""
5,19,0.072156124,"""0.958928;0.36808792""","""Rt 2.9783"""
5,20,0.0009825979,"""0.71885294;0.8354926""","""Rt 0.0000"""
5,21,0.016421344,"""0.56752545;0.08706618""","""Rt 3.1221"""
5,22,0.07172998,"""0.958928;0.08706618""","""Rt 2.9761"""
5,23,0.065936394,"""0.9333495;0.24028876""","""Rt 2.9855"""
5,24,0.021656703,"""0.62950176;0.08706618""","""Rt 2.9334"""
5,25,0.038336378,"""0.958928;0.837083""","""Rt 0.0000"""
5,26,0.024839472,"""0.958928;0.64635307""","""Rt 0.0000"""
5,27,0.039908394,"""0.958928;0.51162773""","""Rt 2.9872"""
5,28,0.05958607,"""0.9333495;0.08706618""","""Rt 2.9783"""
5,29,0.057911325,"""0.958928;0.68183786""","""Rt 0.0000"""
5,30,0.014214337,"""0.56752545;0.08706618""","""Rt 0.0000"""
5,31,0.063121244,"""0.958928;0.08706618""","""Rt 2.9761"""
5,32,4.8347396e-5,"""0.11560871;0.08706618""","""Rt 3.4393"""
5,33,0.05117186,"""0.9333495;0.55966944""","""Rt 0.0000"""
5,34,2.6665915e-5,"""0.39514592;0.7805314""","""Rt 0.0000"""
5,35,2.3019387e-5,"""0.25599805;0.5663057""","""Rt 0.0000"""
5,36,0.0015673705,"""0.7123221;0.5318964""","""Rt 0.0000"""
5,37,0.00025879193,"""0.56752545;0.55966944""","""Rt 0.0000"""
5,38,0.0010112349,"""0.43075913;0.24028876""","""Rt 0.0000"""
5,39,0.06172679,"""0.9333495;0.36808792""","""Rt 2.9867"""
5,40,0.050949194,"""0.958928;0.5145077""","""Rt 0.0000"""
5,41,2.3016288e-5,"""0.36147144;0.68183786""","""Rt 0.0000"""
5,42,0.023938948,"""0.958928;0.8354926""","""Rt 0.0000"""
5,43,0.00021627343,"""0.60815185;0.51162773""","""Rt 0.0000"""
5,44,6.489163e-5,"""0.15498556;0.08706618""","""Rt 1.2500"""
5,45,0.022108275,"""0.62950176;0.06205166""","""Rt 2.9990"""
5,46,0.04072338,"""0.958928;0.7805314""","""Rt 0.0000"""
5,47,2.3007164e-5,"""0.25599805;0.36808792""","""Rt 0.0000"""
5,48,0.00011672657,"""0.58003396;0.64635307""","""Rt 0.0000"""
5,49,0.0517644,"""0.958928;0.7070102""","""Rt 0.0000"""
5,50,0.028811648,"""0.958928;0.8354926""","""Rt 0.0000"""
5,51,2.2934106e-5,"""0.58003396;0.837083""","""Rt 0.0000"""
5,52,0.0002445344,"""0.60815185;0.7805314""","""Rt 0.0000"""
5,53,2.3020513e-5,"""0.11560871;0.6283466""","""Rt 0.0000"""
5,54,0.0020310604,"""0.62950176;0.5318964""","""Rt 0.0000"""
5,55,0.00021220371,"""0.8028759;0.54083484""","""Rt 0.0000"""
5,56,2.2921942e-5,"""0.41023988;0.45007807""","""Rt 0.0000"""
5,57,2.3001676e-5,"""0.15498556;0.5318964""","""Rt 0.0000"""
5,58,2.3018549e-5,"""0.25599805;0.8354926""","""Rt 0.0000"""
5,59,0.0021931382,"""0.71885294;0.55966944""","""Rt 0.0000"""
6,0,2.3020077e-5,"""0.11560871;0.6283466""","""Rt 0.0000"""
6,1,2.3014734e-5,"""0.36147144;0.5145077""","""Rt 0.0000"""
6,2,2.3019518e-5,"""0.25599805;0.7805314""","""Rt 0.0000"""
6,3,2.3020371e-5,"""0.11560871;0.55966944""","""Rt 0.0000"""
6,4,2.3751705e-5,"""0.25599805;0.63816726""","""Rt 0.0000"""
6,5,0.00052868226,"""0.56752545;0.5318964""","""Rt 0.0000"""
6,6,2.3014447e-5,"""0.60815185;0.7805314""","""Rt 0.0000"""
6,7,3.0011515e-5,"""0.25599805;0.5663057""","""Rt 0.0000"""
6,8,2.3019817e-5,"""0.11560871;0.7805314""","""Rt 0.0000"""
6,9,2.4679612e-5,"""0.58003396;0.7070102""","""Rt 0.0000"""
6,10,0.00053234625,"""0.548231;0.64635307""","""Rt 0.0000"""
6,11,2.3013445e-5,"""0.56752545;0.55966944""","""Rt 0.0000"""
6,12,2.2954198e-5,"""0.39514592;0.7805314""","""Rt 0.0000"""
6,13,4.2330685e-5,"""0.43075913;0.36808792""","""Rt 0.0000"""
6,14,0.0011231245,"""0.71885294;0.8354926""","""Rt 0.0000"""
6,15,0.0014501321,"""0.62950176;0.54083484""","""Rt 0.0000"""
6,16,3.9899194e-5,"""0.43075913;0.24028876""","""Rt 0.0000"""
6,17,0.0018281803,"""0.7123221;0.5318964""","""Rt 0.0000"""
6,18,0.0374477,"""0.62950176;0.08706618""","""Rt 3.0005"""
6,19,0.052565187,"""0.9333495;0.24028876""","""Rt 2.9812"""
6,20,0.010675936,"""0.958928;0.837083""","""Rt 0.0000"""
6,21,0.02194694,"""0.62950176;0.06205166""","""Rt 3.0025"""
6,22,0.05161363,"""0.958928;0.51162773""","""Rt 2.9827"""
6,23,0.056014985,"""0.958928;0.36808792""","""Rt 2.9810"""
6,24,0.005136583,"""0.8028759;0.5318964""","""Rt 0.0000"""
6,25,0.055517145,"""0.9333495;0.36808792""","""Rt 2.9839"""
6,26,0.05592723,"""0.958928;0.5145077""","""Rt 2.9850"""
6,27,0.07378401,"""0.9333495;0.08706618""","""Rt 2.9787"""
6,28,0.073748074,"""0.958928;0.08706618""","""Rt 2.9773"""
6,29,0.0645656,"""0.958928;0.08706618""","""Rt 2.9768"""
6,30,0.042735435,"""0.8028759;0.06205166""","""Rt 2.9819"""
6,31,0.0011989453,"""0.62950176;0.5318964""","""Rt 0.0000"""
6,32,0.050465763,"""0.958928;0.36808792""","""Rt 2.9821"""
6,33,2.3020231e-5,"""0.43075913;0.5145077""","""Rt 0.0000"""
6,34,2.3020513e-5,"""0.11560871;0.36808792""","""Rt 0.0000"""
6,35,0.059617538,"""0.958928;0.55966944""","""Rt 0.0000"""
6,36,2.623415e-5,"""0.58003396;0.63816726""","""Rt 0.0000"""
6,37,2.3019362e-5,"""0.25599805;0.7070102""","""Rt 0.0000"""
6,38,2.3215038e-5,"""0.43075913;0.7805314""","""Rt 0.0000"""
6,39,2.300545e-5,"""0.11560871;0.24028876""","""Rt 0.0000"""
6,40,2.2870165e-5,"""0.25599805;0.36808792""","""Rt 0.0000"""
6,41,0.009371658,"""0.9333495;0.7805314""","""Rt 0.0000"""
6,42,0.060803264,"""0.958928;0.54083484""","""Rt 2.9858"""
6,43,0.037317064,"""0.62950176;0.08706618""","""Rt 3.0174"""
6,44,0.0028692244,"""0.60815185;0.5318964""","""Rt 0.0000"""
6,45,0.00044886564,"""0.7123221;0.7805314""","""Rt 0.0000"""
6,46,0.0532489,"""0.958928;0.5145077""","""Rt 0.0000"""
6,47,2.3017097e-5,"""0.36147144;0.51162773""","""Rt 0.0000"""
6,48,0.000100357785,"""0.548231;0.7805314""","""Rt 0.0000"""
6,49,2.3880695e-5,"""0.39514592;0.64635307""","""Rt 0.0000"""
6,50,0.064481124,"""0.958928;0.24028876""","""Rt 2.9784"""
6,51,0.050569862,"""0.9333495;0.08706618""","""Rt 2.9770"""
6,52,0.00025763956,"""0.56752545;0.5663057""","""Rt 0.0000"""
6,53,2.3020513e-5,"""0.25599805;0.55966944""","""Rt 0.0000"""
6,54,0.038138997,"""0.9333495;0.6283466""","""Rt 0.0000"""
6,55,2.1504757e-5,"""0.11560871;0.08706618""","""Rt 3.0000"""
6,56,8.716333e-5,"""0.62950176;0.837083""","""Rt 0.0000"""
6,57,0.05947403,"""0.958928;0.08706618""","""Rt 2.9772"""
6,58,0.00021016071,"""0.56752545;0.8354926""","""Rt 0.0000"""
6,59,0.0061016087,"""0.71885294;0.5318964""","""Rt 0.0000"""
7,0,2.2999531e-5,"""0.25599805;0.63816726""","""Rt 0.0000"""
7,1,2.2889268e-5,"""0.39514592;0.64635307""","""Rt 0.0000"""
