generation,index,fitness,individual,state
7,2,0.00010063099,"""0.60815185;0.7805314""","""Rt 0.0000"""
7,3,2.3020373e-5,"""0.11560871;0.6283466""","""Rt 0.0000"""
7,4,3.3559885e-5,"""0.58003396;0.7070102""","""Rt 0.0000"""
7,5,8.783138e-5,"""0.43075913;0.36808792""","""Rt 0.0000"""
7,6,4.3817017e-5,"""0.43075913;0.7805314""","""Rt 0.0000"""
7,7,2.2974e-5,"""0.25599805;0.55966944""","""Rt 0.0000"""
7,8,2.3020228e-5,"""0.25599805;0.5663057""","""Rt 0.0000"""
7,9,0.000115435105,"""0.56752545;0.8354926""","""Rt 0.0000"""
7,10,2.5324869e-5,"""0.31106272;0.51162773""","""Rt 0.0000"""
7,11,0.00069251034,"""0.43075913;0.24028876""","""Rt 0.0000"""
7,12,0.0010753291,"""0.7123221;0.5318964""","""Rt 0.0000"""
7,13,2.2867496e-5,"""0.548231;0.64635307""","""Rt 0.0000"""
7,14,0.00047634076,"""0.71885294;0.8354926""","""Rt 0.0000"""
7,15,0.001844811,"""0.62950176;0.5318964""","""Rt 0.0000"""
7,16,5.31327e-5,"""0.56752545;0.5318964""","""Rt 0.0000"""
7,17,0.014806246,"""0.8535789;0.7805314""","""Rt 0.0000"""
7,18,0.043067787,"""0.958928;0.5145077""","""Rt 0.0000"""
7,19,0.057484515,"""0.958928;0.51162773""","""Rt 0.0000"""
7,20,0.046931095,"""0.958928;0.08706618""","""Rt 2.9762"""
7,21,0.06701851,"""0.9333495;0.08706618""","""Rt 2.9765"""
7,22,0.05476098,"""0.8028759;0.06205166""","""Rt 2.9767"""
7,23,0.03778529,"""0.958928;0.54083484""","""Rt 0.0000"""
7,24,0.06556137,"""0.958928;0.36808792""","""Rt 2.9843"""
7,25,0.06990216,"""0.958928;0.24028876""","""Rt 2.9812"""
7,26,0.074932866,"""0.9333495;0.08706618""","""Rt 2.9789"""
7,27,0.06675665,"""0.958928;0.08706618""","""Rt 2.9775"""
7,28,0.0589628,"""0.9333495;0.36808792""","""Rt 2.9829"""
7,29,0.0760718,"""0.958928;0.08706618""","""Rt 2.9759"""
7,30,0.0007335414,"""0.58003396;0.36808792""","""Rt 3.0352"""
7,31,0.037008014,"""0.9333495;0.7070102""","""Rt 0.0000"""
7,32,0.00014680123,"""0.56752545;0.51162773""","""Rt 0.0000"""
7,33,0.046970047,"""0.958928;0.5318964""","""Rt 0.0000"""
7,34,2.3020088e-5,"""0.25599805;0.63816726""","""Rt 0.0000"""
7,35,2.2874654e-5,"""0.25599805;0.5663057""","""Rt 0.0000"""
7,36,0.0006583452,"""0.25599805;0.08706618""","""Rt 0.0000"""
7,37,0.045776818,"""0.958928;0.55966944""","""Rt 0.0000"""
7,38,6.650241e-5,"""0.31106272;0.08706618""","""Rt 0.0000"""
7,39,0.02952756,"""0.9333495;0.51162773""","""Rt 0.0000"""
7,40,0.009922422,"""0.8535789;0.5318964""","""Rt 0.0000"""
7,41,0.0020338502,"""0.7123221;0.7805314""","""Rt 0.0000"""
7,42,0.051436305,"""0.958928;0.24028876""","""Rt 0.0000"""
7,43,0.0053845835,"""0.43075913;0.08706618""","""Rt 0.0000"""
7,44,0.052119184,"""0.958928;0.24028876""","""Rt 2.9809"""
7,45,0.060923826,"""0.958928;0.5145077""","""Rt 2.9822"""
7,46,0.013519021,"""0.43075913;0.06205166""","""Rt 3.0836"""
7,47,0.0041518183,"""0.8028759;0.7805314""","""Rt 0.0000"""
7,48,0.048058018,"""0.958928;0.64635307""","""Rt 0.0000"""
7,49,0.0016274147,"""0.548231;0.36808792""","""Rt 0.0000"""
7,50,0.037825756,"""0.958928;0.7805314""","""Rt 0.0000"""
7,51,0.0018435741,"""0.60815185;0.54083484""","""Rt 0.0000"""
7,52,0.0465941,"""0.9333495;0.36808792""","""Rt 2.9832"""
7,53,0.010948034,"""0.43075913;0.08706618""","""Rt 3.0457"""
7,54,2.2904209e-5,"""0.62950176;0.8354926""","""Rt 0.0000"""
7,55,0.000489728,"""0.56752545;0.5318964""","""Rt 0.0000"""
7,56,2.301995e-5,"""0.39514592;0.6283466""","""Rt 0.0000"""
7,57,2.3019229e-5,"""0.11560871;0.64635307""","""Rt 0.0000"""
7,58,0.042747006,"""0.958928;0.8354926""","""Rt 0.0000"""
7,59,0.025763089,"""0.71885294;0.08706618""","""Rt 2.9925"""
8,0,0.00012725088,"""0.56752545;0.8354926""","""Rt 0.0000"""
8,1,5.8763835e-5,"""0.56752545;0.5318964""","""Rt 0.0000"""
8,2,2.3001803e-5,"""0.31106272;0.51162773""","""Rt 0.0000"""
8,3,3.091823e-5,"""0.548231;0.36808792""","""Rt 0.0000"""
8,4,2.3020088e-5,"""0.25599805;0.5663057""","""Rt 0.0000"""
8,5,0.0005204647,"""0.31106272;0.08706618""","""Rt 3.0916"""
8,6,6.261879e-5,"""0.56752545;0.51162773""","""Rt 0.0000"""
8,7,9.397308e-5,"""0.58003396;0.7070102""","""Rt 0.0000"""
8,8,0.0018398833,"""0.7123221;0.5318964""","""Rt 0.0000"""
8,9,7.697083e-5,"""0.60815185;0.7805314""","""Rt 0.0000"""
8,10,9.670628e-5,"""0.71885294;0.8354926""","""Rt 0.0000"""
8,11,2.1583744e-5,"""0.25599805;0.08706618""","""Rt 0.0000"""
8,12,0.005474395,"""0.43075913;0.08706618""","""Rt 3.1976"""
8,13,0.00024244774,"""0.60815185;0.54083484""","""Rt 0.0000"""
8,14,0.00023276494,"""0.7123221;0.7805314""","""Rt 0.0000"""
8,15,0.0046138642,"""0.43075913;0.06205166""","""Rt 0.0000"""
8,16,4.251446e-5,"""0.43075913;0.14142105""","""Rt 0.0000"""
8,17,0.051522505,"""0.958928;0.5318964""","""Rt 0.0000"""
8,18,0.049267367,"""0.958928;0.5145077""","""Rt 2.9847"""
8,19,0.070140444,"""0.958928;0.24028876""","""Rt 2.9801"""
8,20,0.06684463,"""0.958928;0.36808792""","""Rt 2.9766"""
8,21,0.03862332,"""0.958928;0.51162773""","""Rt 2.9777"""
8,22,0.072316654,"""0.9333495;0.08706618""","""Rt 2.9752"""
8,23,0.051262878,"""0.8028759;0.06205166""","""Rt 2.9874"""
8,24,0.04948742,"""0.958928;0.5145077""","""Rt 2.9802"""
8,25,0.07095905,"""0.958928;0.337565""","""Rt 2.9808"""
8,26,0.06302838,"""0.9333495;0.08706618""","""Rt 2.9767"""
8,27,0.028988728,"""0.958928;0.64635307""","""Rt 0.0000"""
8,28,0.065076314,"""0.958928;0.08706618""","""Rt 2.9757"""
8,29,0.07033859,"""0.958928;0.08706618""","""Rt 2.9763"""
8,30,2.302667e-5,"""0.56752545;0.8354926""","""Rt 0.0000"""
8,31,0.0012897342,"""0.56752545;0.51162773""","""Rt 0.0000"""
8,32,0.072871014,"""0.958928;0.337565""","""Rt 2.9833"""
8,33,0.06786366,"""0.958928;0.36808792""","""Rt 2.9845"""
8,34,2.301254e-5,"""0.25599805;0.64635307""","""Rt 0.0000"""
8,35,0.06537449,"""0.958928;0.08706618""","""Rt 2.9761"""
8,36,0.046569724,"""0.71885294;0.08706618""","""Rt 2.9945"""
8,37,0.054509055,"""0.958928;0.8354926""","""Rt 0.0000"""
8,38,0.05962678,"""0.958928;0.06205166""","""Rt 2.7967"""
8,39,0.034855492,"""0.8028759;0.24028876""","""Rt 3.0094"""
8,40,0.039641894,"""0.9333495;0.5145077""","""Rt 2.9822"""
8,41,0.059950627,"""0.958928;0.08706618""","""Rt 2.9735"""
8,42,0.0044864635,"""0.7123221;0.5318964""","""Rt 0.0000"""
8,43,2.2892418e-5,"""0.56752545;0.7805314""","""Rt 0.0000"""
8,44,0.07458671,"""0.958928;0.08706618""","""Rt 2.9748"""
8,45,0.00065581914,"""0.31106272;0.08706618""","""Rt 3.0643"""
8,46,6.108096e-5,"""0.58003396;0.36808792""","""Rt 0.0000"""
8,47,2.3149692e-5,"""0.548231;0.7070102""","""Rt 0.0000"""
8,48,2.3266108e-5,"""0.25599805;0.54083484""","""Rt 0.0000"""
8,49,0.0011133598,"""0.60815185;0.5663057""","""Rt 0.0000"""
8,50,0.0003835943,"""0.60815185;0.5318964""","""Rt 0.0000"""
8,51,0.002353408,"""0.7123221;0.7805314""","""Rt 0.0000"""
8,52,2.3001225e-5,"""0.43075913;0.5318964""","""Rt 0.0000"""
8,53,0.07077523,"""0.958928;0.14142105""","""Rt 2.9745"""
8,54,0.0052956454,"""0.43075913;0.08706618""","""Rt 3.1150"""
8,55,0.07424537,"""0.9333495;0.08706618""","""Rt 2.9780"""
8,56,0.05856123,"""0.958928;0.51162773""","""Rt 2.9838"""
8,57,2.3018565e-5,"""0.31106272;0.51162773""","""Rt 0.0000"""
8,58,0.00014887206,"""0.43075913;0.5145077""","""Rt 0.0000"""
8,59,0.05123333,"""0.958928;0.06205166""","""Rt 2.9763"""
9,0,2.3007891e-5,"""0.31106272;0.51162773""","""Rt 0.0000"""
9,1,2.3016131e-5,"""0.3421889;0.5145077""","""Rt 0.0000"""
9,2,0.0012946352,"""0.56752545;0.5318964""","""Rt 0.0000"""
9,3,5.7746605e-5,"""0.56752545;0.8354926""","""Rt 0.0000"""
9,4,3.8864644e-5,"""0.31106272;0.51162773""","""Rt 0.0000"""
9,5,0.0021203603,"""0.8845943;0.8354926""","""Rt 0.0000"""
9,6,0.00010551225,"""0.548231;0.36808792""","""Rt 0.0000"""
9,7,0.00066324876,"""0.56752545;0.51162773""","""Rt 3.1236"""
9,8,2.2929946e-5,"""0.58003396;0.7070102""","""Rt 0.0000"""
9,9,0.0032949592,"""0.7123221;0.7805314""","""Rt 0.0000"""
9,10,0.0019870563,"""0.7123221;0.5318964""","""Rt 0.0000"""
9,11,0.0105786035,"""0.45268703;0.08706618""","""Rt 3.0438"""
9,12,0.00027478125,"""0.60815185;0.5663057""","""Rt 0.0000"""
9,13,0.07580844,"""0.958928;0.14142105""","""Rt 2.9759"""
9,14,0.005275949,"""0.43075913;0.08706618""","""Rt 3.1186"""
9,15,0.036220953,"""0.71885294;0.08706618""","""Rt 2.9943"""
9,16,0.01108209,"""0.43075913;0.06205166""","""Rt 3.1264"""
9,17,0.060844313,"""0.958928;0.51162773""","""Rt 0.0000"""
9,18,0.06447473,"""0.958928;0.36808792""","""Rt 2.9811"""
9,19,0.07177455,"""0.958928;0.08706618""","""Rt 2.9741"""
9,20,0.051733106,"""0.958928;0.337565""","""Rt 2.9772"""
9,21,0.067799285,"""0.9333495;0.08706618""","""Rt 2.9761"""
9,22,0.05730871,"""0.9333495;0.08706618""","""Rt 2.9765"""
9,23,0.04126114,"""0.958928;0.337565""","""Rt 2.9796"""
9,24,0.059008885,"""0.958928;0.08706618""","""Rt 2.9961"""
9,25,0.06346287,"""0.958928;0.51162773""","""Rt 0.0000"""
9,26,0.03521079,"""0.958928;0.24028876""","""Rt 2.9868"""
9,27,0.04896556,"""0.8028759;0.06205166""","""Rt 2.9910"""
9,28,0.06990207,"""0.958928;0.36808792""","""Rt 2.9776"""
9,29,0.06911974,"""0.958928;0.08706618""","""Rt 2.9785"""
9,30,0.0012849206,"""0.31106272;0.08706618""","""Rt 3.2127"""
9,31,2.2984528e-5,"""0.43075913;0.51162773""","""Rt 0.0000"""
9,32,0.0035296394,"""0.56752545;0.08706618""","""Rt 3.0312"""
9,33,0.04869791,"""0.958928;0.8354926""","""Rt 0.0000"""
9,34,0.021846313,"""0.958928;0.36808792""","""Rt 0.0000"""
9,35,0.0015282838,"""0.548231;0.36808792""","""Rt 0.0000"""
9,36,0.02185925,"""0.60815185;0.08706618""","""Rt 2.9880"""
9,37,0.00034832695,"""0.71885294;0.5663057""","""Rt 0.0000"""
9,38,0.072925635,"""0.958928;0.08706618""","""Rt 2.9767"""
9,39,0.038740862,"""0.958928;0.51162773""","""Rt 0.0000"""
9,40,0.035515916,"""0.958928;0.7805314""","""Rt 0.0000"""
9,41,0.00041006753,"""0.7123221;0.337565""","""Rt 0.0000"""
9,42,2.301384e-5,"""0.43075913;0.51162773""","""Rt 0.0000"""
9,43,0.0028640674,"""0.31106272;0.06205166""","""Rt 3.6565"""
9,44,0.048169754,"""0.958928;0.5145077""","""Rt 2.9849"""
9,45,2.3019807e-5,"""0.3421889;0.337565""","""Rt 0.0000"""
9,46,0.056141235,"""0.958928;0.5318964""","""Rt 0.0000"""
9,47,0.015533899,"""0.7123221;0.24028876""","""Rt 0.0000"""
9,48,0.00018845493,"""0.45268703;0.51162773""","""Rt 0.0000"""
9,49,0.07082767,"""0.958928;0.08706618""","""Rt 2.9785"""
9,50,0.05008657,"""0.958928;0.8354926""","""Rt 0.0000"""
9,51,0.05468767,"""0.8845943;0.14142105""","""Rt 2.9772"""
9,52,0.07816644,"""0.958928;0.08706618""","""Rt 2.9746"""
9,53,0.04148311,"""0.958928;0.36808792""","""Rt 2.9796"""
9,54,3.2327203e-5,"""0.56752545;0.7070102""","""Rt 0.0000"""
9,55,0.0011708314,"""0.58003396;0.5318964""","""Rt 0.0000"""
9,56,0.008099543,"""0.8028759;0.51162773""","""Rt 0.0000"""
9,57,0.016528746,"""0.56752545;0.06205166""","""Rt 2.9867"""
9,58,0.04834708,"""0.9333495;0.08706618""","""Rt 2.9791"""
9,59,0.052983582,"""0.9333495;0.08706618""","""Rt 2.9759"""
10,0,2.2631732e-5,"""0.3421889;0.337565""","""Rt 0.0000"""
10,1,2.301623e-5,"""0.3421889;0.5145077""","""Rt 0.0000"""
10,2,2.3325343e-5,"""0.31106272;0.51162773""","""Rt 0.0000"""
10,3,2.2931457e-5,"""0.56752545;0.8354926""","""Rt 0.0000"""
10,4,2.2987662e-5,"""0.548231;0.36808792""","""Rt 0.0000"""
10,5,0.002781466,"""0.71885294;0.5663057""","""Rt 0.0000"""
10,6,0.023431046,"""0.56752545;0.08706618""","""Rt 3.0121"""
10,7,0.025640959,"""0.958928;0.51162773""","""Rt 0.0000"""
10,8,0.0012069633,"""0.31106272;0.08706618""","""Rt 0.0000"""
10,9,0.00054193963,"""0.58003396;0.5318964""","""Rt 0.0000"""
10,10,0.0007239663,"""0.7123221;0.5318964""","""Rt 0.0000"""
10,11,0.052753102,"""0.958928;0.36808792""","""Rt 2.9744"""
10,12,0.046605848,"""0.8028759;0.06205166""","""Rt 2.9829"""
10,13,0.07125012,"""0.9333495;0.08706618""","""Rt 2.9666"""
10,14,0.019994933,"""0.7079494;0.08706618""","""Rt 3.0511"""
10,15,0.04575529,"""0.958928;0.36808792""","""Rt 2.9824"""
10,16,0.064254105,"""0.9333495;0.08706618""","""Rt 2.9738"""
10,17,0.06169343,"""0.958928;0.51162773""","""Rt 2.9732"""
10,18,0.07055539,"""0.958928;0.08706618""","""Rt 2.9757"""
10,19,0.030607259,"""0.9333495;0.08706618""","""Rt 2.9758"""
10,20,0.06927745,"""0.9333495;0.08706618""","""Rt 2.9780"""
10,21,0.07453611,"""0.958928;0.14142105""","""Rt 2.9764"""
10,22,0.065412365,"""0.958928;0.08706618""","""Rt 2.9743"""
10,23,0.07471563,"""0.958928;0.24028876""","""Rt 2.9808"""
10,24,0.07457157,"""0.958928;0.08706618""","""Rt 2.9763"""
10,25,0.07405113,"""0.958928;0.08706618""","""Rt 2.9742"""
10,26,0.046482775,"""0.958928;0.5145077""","""Rt 0.0000"""
10,27,0.07369598,"""0.958928;0.08706618""","""Rt 2.9767"""
10,28,0.03698943,"""0.958928;0.36808792""","""Rt 2.9761"""
10,29,0.056187063,"""0.958928;0.36808792""","""Rt 2.9741"""
10,30,0.07255135,"""0.958928;0.36808792""","""Rt 2.9804"""
10,31,0.06804811,"""0.958928;0.24028876""","""Rt 2.9791"""
10,32,5.124228e-5,"""0.31106272;0.5318964""","""Rt 0.0000"""
10,33,0.0009912733,"""0.58003396;0.51162773""","""Rt 0.0000"""
10,34,0.07214746,"""0.958928;0.06205166""","""Rt 2.9761"""
10,35,0.03639727,"""0.8028759;0.08706618""","""Rt 0.0000"""
10,36,0.07479298,"""0.958928;0.08706618""","""Rt 2.9765"""
10,37,0.05202762,"""0.9333495;0.36808792""","""Rt 2.9879"""
10,38,0.055218816,"""0.9333495;0.08706618""","""Rt 2.9768"""
10,39,0.079117894,"""0.958928;0.08706618""","""Rt 2.9792"""
10,40,0.03874237,"""0.958928;0.5318964""","""Rt 0.0000"""
10,41,0.033865936,"""0.7123221;0.08706618""","""Rt 2.9997"""
10,42,0.0013465241,"""0.548231;0.337565""","""Rt 0.0000"""
10,43,9.9276265e-5,"""0.3421889;0.36808792""","""Rt 0.0000"""
10,44,0.05838241,"""0.958928;0.08706618""","""Rt 2.9731"""
10,45,4.825148e-5,"""0.56752545;0.36808792""","""Rt 0.0000"""
10,46,0.010184703,"""0.56752545;0.08706618""","""Rt 2.7368"""
10,47,2.3011806e-5,"""0.31106272;0.8354926""","""Rt 0.0000"""
10,48,0.071847714,"""0.958928;0.14142105""","""Rt 2.9736"""
10,49,0.07456255,"""0.958928;0.08706618""","""Rt 2.9802"""
10,50,0.04421066,"""0.9333495;0.51162773""","""Rt 2.9875"""
10,51,0.06638612,"""0.958928;0.08706618""","""Rt 2.9761"""
10,52,2.3017503e-5,"""0.3421889;0.36808792""","""Rt 0.0000"""
10,53,0.05194661,"""0.958928;0.5145077""","""Rt 0.0000"""
10,54,0.0677575,"""0.958928;0.08706618""","""Rt 2.9757"""
10,55,0.0015329769,"""0.7079494;0.5145077""","""Rt 0.0000"""
10,56,0.009518851,"""0.71885294;0.51162773""","""Rt 0.0000"""
10,57,0.056074787,"""0.958928;0.5663057""","""Rt 2.9847"""
10,58,0.061464228,"""0.958928;0.08706618""","""Rt 2.9761"""
10,59,0.07359293,"""0.9333495;0.08706618""","""Rt 2.9772"""
